Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;236;384;264;0;50;8;1;15;0;0;359;1;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558058;246925;162096;0;687919;89151;0;618;10039043263;0;125426;10790;121499;0;
2;0;0;190324;368930;178027;79999;298656;0;15;33;0;45;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570789;205376;121630;0;643260;63902;0;2136;10056893621;0;181957;9639;66168;0;
3;0;0;190324;368930;178027;79999;298656;2;20;28;0;39;0;0;0;11;0;0;0;0;0;0;0;0;0;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581928;204792;138018;0;585464;83;0;5326;10061873103;0;197758;9639;50380;0;
4;0;0;190324;368930;178027;79999;298656;5;12;26;0;26;0;0;0;17;0;0;0;0;0;0;0;0;1;11;19;13;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;585189;204366;131341;0;593395;4;0;5082;10063279489;0;202430;9639;45742;0;
5;0;0;190324;368930;178027;79999;298656;5;22;22;0;10;0;0;0;36;0;3;0;0;0;0;1;0;7;27;54;22;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;1;0;0;591821;203702;142704;0;582821;0;0;6888;10063616095;0;203358;9639;44835;0;
6;0;0;190324;368930;178027;79999;298656;831;153;2362;0;40;2;17;0;50;0;2;2;660;0;2573;0;1;8;53;85;60;0;0;0;0;0;5;0;0;0;0;0;0;0;1;1;1;4;1;587226;204445;137014;0;592195;0;0;10398;10064524617;0;206657;9639;41549;0;
7;0;0;190324;368930;178027;79999;298656;19;29;66;0;40;4;1;0;57;0;9;0;0;0;3;0;2;9;50;97;52;0;0;0;0;0;3;0;0;0;0;0;0;1;1;4;2;8;3;594498;202660;144646;0;589506;0;0;9754;10062944885;0;201146;9639;47084;0;
8;0;0;190324;368930;178027;79999;298656;55;84;316;0;110;2;2;0;98;0;18;0;51;0;174;1;1;21;49;64;49;0;0;0;1;0;11;0;0;0;0;0;0;1;4;3;10;13;8;585523;204062;141847;0;590670;0;0;9474;10062952199;0;201608;9639;46628;0;
9;0;0;190324;368930;178027;79999;298656;470;1569;3054;0;67;29;17;0;166;0;62;7;917;0;3828;2;0;76;50;48;50;0;0;0;0;0;29;0;0;0;0;0;0;5;10;7;11;10;15;593374;202057;146560;0;591945;0;0;15844;10061987253;0;198118;9639;50132;0;
