Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;703771;243088;156873;0;786715;99421;0;624;10037391467;0;120093;14650;122995;0;
2;0;0;190324;368930;178027;79999;298656;0;18;35;0;49;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608053;196623;109177;0;598569;102466;0;3118;10055991165;0;178790;13544;65466;0;
3;0;0;190324;368930;178027;79999;298656;1;15;14;0;23;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504977;161481;105767;0;505644;99109;0;5082;10062889759;0;200959;13544;43307;0;
4;0;0;190324;368930;178027;79999;298656;1;14;19;0;27;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408973;131986;83032;0;407457;83095;0;5452;10066082153;0;211157;13544;33121;0;
5;0;0;190324;368930;178027;79999;298656;6;10;10;0;10;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;340802;109105;73781;0;337560;64960;0;7374;10068021713;0;217247;13544;27045;0;
6;0;0;190324;368930;178027;79999;298656;5;13;21;0;21;0;0;0;18;0;0;0;0;0;0;0;1;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;268932;88810;58265;0;269209;55751;0;13294;10070143465;0;224200;13544;20098;0;
7;0;0;190324;368930;178027;79999;298656;4;14;12;0;7;0;0;0;23;0;0;0;0;0;0;0;0;3;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;2;8;3;225870;73101;50107;0;227314;43888;0;9636;10071015217;0;226912;13544;17395;0;
8;0;0;190324;368930;178027;79999;298656;6;11;19;0;19;0;0;0;17;0;0;0;0;0;0;1;3;7;0;6;7;0;0;0;0;0;4;0;0;0;0;0;0;1;4;3;10;13;8;179400;60352;40299;0;180110;36089;0;12110;10072057943;0;230332;13544;13980;0;
9;0;0;190324;368930;178027;79999;298656;6;12;13;0;12;0;0;0;19;0;0;0;0;0;0;0;3;11;0;6;8;0;0;0;0;0;7;0;0;0;0;0;0;5;10;7;11;10;15;150410;49228;33970;0;152405;29443;0;16726;10072705875;0;232326;13544;11987;0;
10;0;0;190324;368930;178027;79999;298656;4;9;12;0;11;0;0;0;14;0;0;0;0;0;0;0;2;10;1;12;9;0;0;0;0;0;4;0;0;0;0;0;0;1;5;4;11;29;15;119746;40768;27153;0;121095;24168;0;17702;10073333637;0;234426;13544;9887;0;
