Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586669;242381;155043;0;728613;102195;0;624;10038111001;0;122426;15350;119955;0;
2;0;0;190324;368930;178027;79999;298656;0;14;29;0;41;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604650;196002;107728;0;595910;100759;0;2284;10055646043;0;177824;14258;65717;0;
3;0;0;190324;368930;178027;79999;298656;1;21;15;0;31;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505007;161314;105576;0;503683;100555;0;3450;10062398989;0;199347;14258;44212;0;
4;0;0;190324;368930;178027;79999;298656;1;15;27;0;34;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406302;131497;82957;0;403994;83498;0;6666;10065616611;0;209660;14258;33904;0;
5;0;0;190324;368930;178027;79999;298656;5;12;14;0;14;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;337990;108841;74230;0;334578;65136;0;11168;10067627109;0;216054;14258;27524;0;
6;0;0;190324;368930;178027;79999;298656;2;20;14;0;16;0;0;0;20;0;0;0;0;0;0;0;1;6;0;1;3;0;0;0;0;1;5;0;0;0;0;0;0;0;1;1;1;4;1;265650;88497;58516;0;265381;55847;0;7328;10069851781;0;223367;14258;20216;0;
7;0;0;190324;368930;178027;79999;298656;5;15;5;0;5;0;0;0;20;0;0;0;0;0;0;0;3;4;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;2;8;3;223048;73102;50121;0;224235;43382;0;15380;10070710941;0;226015;14258;17572;0;
8;0;0;190324;368930;178027;79999;298656;8;10;31;0;31;0;0;0;18;0;0;0;0;0;0;0;2;5;0;10;5;0;0;0;0;0;3;0;0;0;0;0;0;1;4;3;10;13;8;175933;60096;39951;0;176696;36578;0;16736;10071814669;0;229643;14258;13945;0;
9;0;0;190324;368930;178027;79999;298656;4;11;13;0;11;0;0;0;17;0;0;0;0;0;0;0;2;8;1;11;11;0;0;0;0;0;3;0;0;0;0;0;0;5;10;7;11;10;15;146842;48890;33514;0;148585;29184;0;14500;10072450397;0;231688;14258;11908;0;
10;0;0;190324;368930;178027;79999;298656;3;11;20;0;18;0;0;0;16;0;0;0;0;0;0;1;2;10;3;11;5;0;0;0;0;0;3;0;0;0;0;0;0;1;5;4;11;29;15;116345;40360;26675;0;117351;23952;0;13590;10073118565;0;233819;14258;9779;0;
11;0;0;190324;368930;178027;79999;298656;3;8;6;0;3;0;0;0;14;0;0;0;0;0;0;1;5;11;1;8;11;0;0;0;0;1;8;0;0;0;0;0;0;8;6;6;9;13;19;97064;32923;21897;0;98263;18845;0;25152;10073578415;0;235321;14258;8277;0;
